id,country,Year (2010-2018),gini_index,palma,ratio_top20bottom20,bottom40,region_un,oecd (Countries that support the free market),incomegroup, gdp_ppp_pc_usd2011 , population 
5647,Israel,2001,37.3,1.59,6.87,17.57,Asia,OECD,High income,27815,6060679
5648,Israel,2001,33.1,1.28,5.53,19.53,Asia,OECD,High income,27815,6060679
5649,Israel,2001,38.86,1.75,7.56,16.39,Asia,OECD,High income,27815,6060679
5650,Israel,2005,41.9,2.06,9.8,14.62,Asia,OECD,High income,28241,6529470
5651,Israel,2005,37.7,1.63,7.47,16.64,Asia,OECD,High income,28241,6529470
5652,Israel,2005,45.6,2.54,11.91,13.03,Asia,OECD,High income,28241,6529470
5653,Israel,2005,42.2,2.1,9.4,14.65,Asia,OECD,High income,28241,6529470
5654,Israel,2005,38.8,1.72,7.67,16.65,Asia,OECD,High income,28241,6529470
5655,Israel,2005,34.6,1.37,6.07,18.57,Asia,OECD,High income,28241,6529470
5656,Israel,2005,37.8,,,,Asia,OECD,High income,27927,6602970
5657,Israel,2005,51.3,,,,Asia,OECD,High income,27927,6602970
5658,Israel,2005,41.65,2.03,9.56,14.77,Asia,OECD,High income,28241,6529470
5659,Israel,2007,41.2,1.99,9.47,14.82,Asia,OECD,High income,30080,6847148
5660,Israel,2007,36.9,1.57,7.19,16.81,Asia,OECD,High income,30080,6847148
5661,Israel,2007,45.2,2.49,11.6,13.15,Asia,OECD,High income,30080,6847148
5662,Israel,2007,41.7,2.04,9.12,14.78,Asia,OECD,High income,30080,6847148
5663,Israel,2007,38.9,1.76,7.71,16.48,Asia,OECD,High income,30080,6847148
5664,Israel,2007,34.2,1.36,5.86,18.82,Asia,OECD,High income,30080,6847148
5665,Israel,2007,41.03,1.97,9.28,14.95,Asia,OECD,High income,30080,6847148
5666,Israel,2008,37.1,,,,Asia,OECD,High income,29854,7097410
5667,Israel,2008,49.8,,,,Asia,OECD,High income,29854,7097410
5668,Israel,2009,37.3,,,,Asia,OECD,High income,29493,7267895
5669,Israel,2009,49.9,,,,Asia,OECD,High income,29493,7267895
5670,Israel,2010,42.6,2.18,10.15,14.3,Asia,OECD,High income," $30,784.00 "," 7,346,446.00 "
5671,Israel,2010,38.4,1.71,7.64,16.21,Asia,OECD,High income," $30,784.00 "," 7,346,446.00 "
5672,Israel,2010,46.4,2.69,12.17,12.85,Asia,OECD,High income," $30,784.00 "," 7,346,446.00 "
5673,Israel,2010,42.9,2.19,9.42,14.47,Asia,OECD,High income," $30,784.00 "," 7,346,446.00 "
5674,Israel,2010,38.5,1.71,7.57,16.79,Asia,OECD,High income," $30,784.00 "," 7,346,446.00 "
5675,Israel,2010,34.2,1.36,5.99,18.96,Asia,OECD,High income," $30,784.00 "," 7,346,446.00 "
5676,Israel,2010,37.6,,,,Asia,OECD,High income," $30,455.00 "," 7,425,959.00 "
5677,Israel,2010,50.1,,,,Asia,OECD,High income," $30,455.00 "," 7,425,959.00 "
5678,Israel,2010,42.56,2.17,10.02,14.39,Asia,OECD,High income," $30,784.00 "," 7,346,446.00 "
5679,Israel,2011,37.1,,,,Asia,OECD,High income," $31,365.00 "," 7,568,774.00 "
5680,Israel,2011,41.8,,,,Asia,OECD,High income," $31,365.00 "," 7,568,774.00 "
5681,Israel,2011,49.4,,,,Asia,OECD,High income," $31,365.00 "," 7,568,774.00 "
5682,Israel,2012,41.5,2.04,9.89,14.57,Asia,OECD,High income," $31,834.00 "," 7,614,946.00 "
5683,Israel,2012,37.2,1.58,7.45,16.77,Asia,OECD,High income," $31,834.00 "," 7,614,946.00 "
5684,Israel,2012,37.7,1.63,7.32,17.15,Asia,OECD,High income," $31,834.00 "," 7,614,946.00 "
5685,Israel,2012,32.8,1.24,5.64,19.57,Asia,OECD,High income," $31,834.00 "," 7,614,946.00 "
5686,Israel,2012,37.1,,,,Asia,OECD,High income," $31,486.00 "," 7,699,105.00 "
5687,Israel,2012,41.9,,,,Asia,OECD,High income," $31,486.00 "," 7,699,105.00 "
5688,Israel,2012,48.1,,,,Asia,OECD,High income," $31,486.00 "," 7,699,105.00 "
5689,Israel,2012,41.35,2.01,9.64,14.74,Asia,OECD,High income," $31,834.00 "," 7,614,946.00 "
5690,Israel,2013,36,,,,Asia,OECD,High income," $32,280.00 "," 7,821,105.00 "
5691,Israel,2013,40.6,,,,Asia,OECD,High income," $32,280.00 "," 7,821,105.00 "
5692,Israel,2013,45.4,,,,Asia,OECD,High income," $32,280.00 "," 7,821,105.00 "
5693,Israel,2014,40,1.86,9.25,15.27,Asia,OECD,High income," $33,397.00 "," 7,854,216.00 "
5694,Israel,2014,36.1,1.49,7.23,17.16,Asia,OECD,High income," $33,397.00 "," 7,854,216.00 "
5695,Israel,2014,37.2,1.6,7.08,17.26,Asia,OECD,High income," $33,397.00 "," 7,854,216.00 "
5696,Israel,2014,32.8,1.25,5.56,19.43,Asia,OECD,High income," $33,397.00 "," 7,854,216.00 "
5697,Israel,2014,36.5,,,,Asia,OECD,High income," $33,030.00 "," 7,941,329.00 "
5698,Israel,2014,40.8,,,,Asia,OECD,High income," $33,030.00 "," 7,941,329.00 "
5699,Israel,2014,45.5,,,,Asia,OECD,High income," $33,030.00 "," 7,941,329.00 "
5700,Israel,2014,39.76,1.83,8.98,15.43,Asia,OECD,High income," $33,397.00 "," 7,854,216.00 "
5701,Israel,2015,36,,,,Asia,OECD,High income," $33,361.00 "," 8,064,547.00 "
5702,Israel,2015,40.4,,,,Asia,OECD,High income," $33,361.00 "," 8,064,547.00 "
5703,Israel,2015,45,,,,Asia,OECD,High income," $33,361.00 "," 8,064,547.00 "
5704,Israel,2016,39.1,1.78,8.75,15.68,Asia,OECD,High income," $34,508.00 "," 8,108,984.00 "
5705,Israel,2016,34.7,1.37,6.6,17.88,Asia,OECD,High income," $34,508.00 "," 8,108,984.00 "
5706,Israel,2016,37.9,1.65,7.29,17.02,Asia,OECD,High income," $34,508.00 "," 8,108,984.00 "
5707,Israel,2016,33.5,1.3,5.72,19.28,Asia,OECD,High income," $34,508.00 "," 8,108,984.00 "
5708,Israel,2016,39.4,,,,Asia,OECD,High income," $34,159.00 "," 8,191,828.00 "
5709,Israel,2016,44,,,,Asia,OECD,High income," $34,159.00 "," 8,191,828.00 "
5710,Israel,2016,34.6,1.38,6.52,18.1,Asia,OECD,High income," $34,508.00 "," 8,108,984.00 "
5711,Israel,2016,38.95,1.75,8.56,15.83,Asia,OECD,High income," $34,508.00 "," 8,108,984.00 "
5712,Israel,2017,34.4,1.34,6.51,18.37,Asia,OECD,High income," $35,112.00 "," 8,243,848.50 "
5713,Italy,1948,42,2.05,8.07,16.7,Europe,OECD,High income,,
5714,Italy,1948,37.9,,,,Europe,OECD,High income,,
5715,Italy,1948,40,,7.93,16.6,Europe,OECD,High income,,
5716,Italy,1967,40,1.94,9.58,15.7,Europe,OECD,High income,,52488486
5717,Italy,1968,40,1.85,9.16,15.8,Europe,OECD,High income,,52851203
5718,Italy,1969,40,1.84,8.48,16.4,Europe,OECD,High income,,53212820
5719,Italy,1969,39.8,1.98,9.12,15.6,Europe,OECD,High income,,53212820
5720,Italy,1970,38,1.77,8.75,16.1,Europe,OECD,High income,,53578683
5721,Italy,1971,40,1.88,9.46,15.6,Europe,OECD,High income,,53949930
5722,Italy,1972,38,1.74,8.54,16.3,Europe,OECD,High income,,54321016
5723,Italy,1973,42,2.12,9.71,15.4,Europe,OECD,High income,,54682627
5724,Italy,1974,41,2.08,9.2,15.3,Europe,OECD,High income,,55022218
5725,Italy,1975,39,1.81,7.95,16.6,Europe,OECD,High income,,55330694
5726,Italy,1976,35,1.43,6.48,18.6,Europe,OECD,High income,,55604287
5727,Italy,1977,36,1.58,7.02,17.7,Europe,OECD,High income,,55845068
5728,Italy,1978,36,1.48,6.41,18.4,Europe,OECD,High income,,56057025
5729,Italy,1979,37,1.62,7.27,17.3,Europe,OECD,High income,,56246800
5730,Italy,1980,37,1.66,6.8,17.9,Europe,OECD,High income,,56419278
5731,Italy,1981,32,1.28,5.47,19.8,Europe,OECD,High income,,56576504
5732,Italy,1982,31,1.2,5.27,20,Europe,OECD,High income,,56717076
5733,Italy,1984,29.1,,,,Europe,OECD,High income,,56937695
5734,Italy,1984,38.7,,,,Europe,OECD,High income,,56937695
5735,Italy,1986,32.5,1.24,5.36,19.87,Europe,OECD,High income,,56983928
5736,Italy,1986,30.9,1.15,4.83,20.76,Europe,OECD,High income,,56983928
5737,Italy,1986,31.5,1.17,5.26,20.4,Europe,OECD,High income,,57061781
5738,Italy,1986,33,1.34,5.87,19.1,Europe,OECD,High income,,57061781
5739,Italy,1987,34.4,1.35,6.12,18.8,Europe,OECD,High income,,57007740
5740,Italy,1987,33.3,1.28,5.61,19.47,Europe,OECD,High income,,57007740
5741,Italy,1987,30.4,1.11,4.74,21.06,Europe,OECD,High income,,57007740
5742,Italy,1987,28.8,1.03,4.26,21.99,Europe,OECD,High income,,57007740
5743,Italy,1987,34.4,1.43,6.12,18.4,Europe,OECD,High income,,57089451
5744,Italy,1987,32.7,,5.37,20,Europe,OECD,High income,,57089451
5745,Italy,1987,36,,6.76,17.9,Europe,OECD,High income,,57089451
5746,Italy,1989,32.6,1.26,5.28,20.02,Europe,OECD,High income,,57028708
5747,Italy,1989,30.4,1.11,4.68,21.07,Europe,OECD,High income,,57028708
5748,Italy,1989,27.6,0.98,4.01,22.95,Europe,OECD,High income,,57028708
5749,Italy,1989,25.1,0.86,3.54,24.19,Europe,OECD,High income,,57028708
5750,Italy,1989,33.9,1.33,5.84,19,Europe,OECD,High income,,57113159
5751,Italy,1989,30,,4.52,21.5,Europe,OECD,High income,,57113159
5752,Italy,1989,33.9,,5.84,19,Europe,OECD,High income,,57113159
5753,Italy,1991,31.3,1.17,5.08,20.6,Europe,OECD,High income,31417,57088124
5754,Italy,1991,29.1,1.04,4.47,21.51,Europe,OECD,High income,31417,57088124
5755,Italy,1991,28.2,1.01,4.15,22.57,Europe,OECD,High income,31417,57088124
5756,Italy,1991,25.5,0.86,3.64,23.9,Europe,OECD,High income,31417,57088124
5757,Italy,1991,27.9,,,,Europe,OECD,High income,31381,57152516
5758,Italy,1991,40.2,,,,Europe,OECD,High income,31381,57152516
5759,Italy,1991,32.5,1.23,5.55,19.4,Europe,OECD,High income,31381,57152516
5760,Italy,1991,29.1,,4.44,21.7,Europe,OECD,High income,31381,57152516
5761,Italy,1991,32.9,,5.69,19.2,Europe,OECD,High income,31381,57152516
5762,Italy,1991,25.5,,,,Europe,OECD,High income,31381,57152516
5763,Italy,1991,33,,,,Europe,OECD,High income,31381,57152516
5764,Italy,1993,35.3,1.44,6.75,18.13,Europe,OECD,High income,31349,57197608
5765,Italy,1993,34.1,1.34,6.06,18.77,Europe,OECD,High income,31349,57197608
5766,Italy,1993,29.2,1.06,4.48,21.83,Europe,OECD,High income,31349,57197608
5767,Italy,1993,26.5,0.92,3.89,23.42,Europe,OECD,High income,31349,57197608
5768,Italy,1993,36.3,1.53,7.2,17.3,Europe,OECD,High income,31333,57226647
5769,Italy,1993,33.7,,5.87,19,Europe,OECD,High income,31333,57226647
5770,Italy,1993,37,,7.27,17.2,Europe,OECD,High income,31333,57226647
5771,Italy,1995,35.2,1.44,6.63,18.23,Europe,OECD,High income,32961,57174412
5772,Italy,1995,33.8,1.33,5.97,18.97,Europe,OECD,High income,32961,57174412
5773,Italy,1995,33,1.25,5.71,20,Europe,OECD,High income,32961,57174412
5774,Italy,1995,32.7,,,,Europe,OECD,High income,32914,57255193
5775,Italy,1995,46.7,,,,Europe,OECD,High income,32914,57255193
5776,Italy,1995,36.2,1.5,6.85,17.7,Europe,OECD,High income,32914,57255193
5777,Italy,1995,33.9,,5.99,19.1,Europe,OECD,High income,32914,57255193
5778,Italy,1995,37,,7.27,17.3,Europe,OECD,High income,32914,57255193
5779,Italy,1996,32,1.2,5.57,20,Europe,OECD,High income,33449,57065232
5780,Italy,1997,31,1.15,5.43,20,Europe,OECD,High income,34159,56903632
5781,Italy,1998,36.2,1.52,6.96,18.09,Europe,OECD,High income,34810,56742752
5782,Italy,1998,34.3,1.37,6.14,18.9,Europe,OECD,High income,34810,56742752
5783,Italy,1998,29.8,1.1,4.8,21.56,Europe,OECD,High income,34810,56742752
5784,Italy,1998,26.5,0.91,3.94,23.37,Europe,OECD,High income,34810,56742752
5785,Italy,1998,31,1.15,5.43,20,Europe,OECD,High income,34810,56742752
5786,Italy,1998,34.7,,6.38,18.8,Europe,OECD,High income,34559,57153554
5787,Italy,1998,37.4,1.62,7.47,17,Europe,OECD,High income,34559,57153554
5788,Italy,1998,38,,7.7,16.8,Europe,OECD,High income,34559,57153554
5789,Italy,1999,30,1.1,4.75,21,Europe,OECD,High income,35407,56655628
5790,Italy,2000,34.7,1.4,6.29,18.73,Europe,OECD,High income,36697,56692180
5791,Italy,2000,32.9,1.28,5.55,19.64,Europe,OECD,High income,36697,56692180
5792,Italy,2000,28.1,1.02,4.24,22.18,Europe,OECD,High income,36697,56692180
5793,Italy,2000,24.6,0.81,3.51,24.6,Europe,OECD,High income,36697,56692180
5794,Italy,2000,29,1,4.63,22,Europe,OECD,High income,36697,56692180
5795,Italy,2000,32.3,,,,Europe,OECD,High income,36312,57293721
5796,Italy,2000,47.5,,,,Europe,OECD,High income,36312,57293721
5797,Italy,2000,33.6,,5.87,19.2,Europe,OECD,High income,36312,57293721
5798,Italy,2000,36,1.5,6.93,17.7,Europe,OECD,High income,36312,57293721
5799,Italy,2000,36.5,,6.89,17.7,Europe,OECD,High income,36312,57293721
5800,Italy,2001,29,1.05,4.63,21,Europe,OECD,High income,37227,56875148
5801,Italy,2002,33.3,,5.8,19.5,Europe,OECD,High income,36721,57801763
5802,Italy,2002,35.9,1.49,6.61,17.8,Europe,OECD,High income,36721,57801763
5803,Italy,2002,36.6,,6.79,17.6,Europe,OECD,High income,36721,57801763
5804,Italy,2003,34.93,1.42,6.25,18.83,Europe,OECD,High income,36928,57564588
5805,Italy,2004,35.8,1.5,6.58,18.24,Europe,OECD,High income,37264,57948420
5806,Italy,2004,33.4,1.32,5.55,19.58,Europe,OECD,High income,37264,57948420
5807,Italy,2004,29.9,1.18,5.04,20.52,Europe,OECD,High income,37264,57948420
5808,Italy,2004,25.3,0.86,3.65,23.86,Europe,OECD,High income,37264,57948420
5809,Italy,2004,32.9,1.28,5.58,19.9,Europe,OECD,High income,37264,57948420
5810,Italy,2004,33.1,,,,Europe,OECD,High income,36916,58494704
5811,Italy,2004,33.1,,,,Europe,OECD,High income,36916,58494704
5812,Italy,2004,47.4,,,,Europe,OECD,High income,36916,58494704
5813,Italy,2004,34.29,1.37,6.02,19.17,Europe,OECD,High income,37264,57948420
5814,Italy,2005,32.7,1.26,5.56,20,Europe,OECD,High income,37403,58281212
5815,Italy,2005,32.4,,,,Europe,OECD,High income,37068,58808483
5816,Italy,2005,32.4,,,,Europe,OECD,High income,37068,58808483
5817,Italy,2005,46.8,,,,Europe,OECD,High income,37068,58808483
5818,Italy,2005,33.83,1.33,6.01,19.17,Europe,OECD,High income,37403,58281212
5819,Italy,2006,32.1,1.22,5.47,20.1,Europe,OECD,High income,37983,58542616
5820,Italy,2006,32.4,,,,Europe,OECD,High income,37638,59079869
5821,Italy,2006,36.3,,,,Europe,OECD,High income,37638,59079869
5822,Italy,2006,49.6,,,,Europe,OECD,High income,37638,59079869
5823,Italy,2006,33.7,1.32,5.89,19.36,Europe,OECD,High income,37983,58542616
5824,Italy,2007,32,1.22,5.4,20.1,Europe,OECD,High income,38409,58747864
5825,Italy,2007,31.3,,,,Europe,OECD,High income,38042,59313511
5826,Italy,2007,35.3,,,,Europe,OECD,High income,38042,59313511
5827,Italy,2007,48.6,,,,Europe,OECD,High income,38042,59313511
5828,Italy,2007,32.89,1.26,5.66,19.7,Europe,OECD,High income,38409,58747864
5829,Italy,2008,34.4,1.38,6.12,18.85,Europe,OECD,High income,37893,58922116
5830,Italy,2008,32.2,1.24,5.19,20.1,Europe,OECD,High income,37893,58922116
5831,Italy,2008,28.2,1.02,4.29,22.19,Europe,OECD,High income,37893,58922116
5832,Italy,2008,23.4,0.77,3.31,25.08,Europe,OECD,High income,37893,58922116
5833,Italy,2008,31.2,1.16,5.22,20.5,Europe,OECD,High income,37893,58922116
5834,Italy,2008,31.7,,,,Europe,OECD,High income,37523,59502385
5835,Italy,2008,35.7,,,,Europe,OECD,High income,37523,59502385
5836,Italy,2008,48.9,,,,Europe,OECD,High income,37523,59502385
5837,Italy,2008,33.77,1.33,5.93,19.27,Europe,OECD,High income,37893,58922116
5838,Italy,2009,31.8,1.2,5.28,20.3,Europe,OECD,High income,35704,59105620
5839,Italy,2009,31.5,,,,Europe,OECD,High income,35383,59641853
5840,Italy,2009,35.5,,,,Europe,OECD,High income,35383,59641853
5841,Italy,2009,49.4,,,,Europe,OECD,High income,35383,59641853
5842,Italy,2009,33.83,1.32,6.04,19.18,Europe,OECD,High income,35704,59105620
5843,Italy,2010,34.5,1.37,6.43,18.51,Europe,OECD,High income," $36,172.00 "," 59,325,232.00 "
5844,Italy,2010,32,1.21,5.37,20.01,Europe,OECD,High income," $36,172.00 "," 59,325,232.00 "
5845,Italy,2010,28.9,1.03,4.47,21.75,Europe,OECD,High income," $36,172.00 "," 59,325,232.00 "
5846,Italy,2010,24.3,0.83,3.49,24.61,Europe,OECD,High income," $36,172.00 "," 59,325,232.00 "
5847,Italy,2010,31.7,1.19,5.42,20.2,Europe,OECD,High income," $36,172.00 "," 59,325,232.00 "
5848,Italy,2010,32.7,,,,Europe,OECD,High income," $35,927.00 "," 59,729,807.00 "
5849,Italy,2010,36.9,,,,Europe,OECD,High income," $35,927.00 "," 59,729,807.00 "
5850,Italy,2010,51.2,,,,Europe,OECD,High income," $35,927.00 "," 59,729,807.00 "
5851,Italy,2010,34.72,1.39,6.48,18.83,Europe,OECD,High income," $36,172.00 "," 59,325,232.00 "
5852,Italy,2011,32.5,1.24,5.72,19.9,Europe,OECD,High income," $36,219.00 "," 59,589,072.00 "
5853,Italy,2011,32.7,,,,Europe,OECD,High income," $36,116.00 "," 59,759,929.00 "
5854,Italy,2011,36.7,,,,Europe,OECD,High income," $36,116.00 "," 59,759,929.00 "
5855,Italy,2011,50.8,,,,Europe,OECD,High income," $36,116.00 "," 59,759,929.00 "
5856,Italy,2011,35.06,1.42,6.54,18.62,Europe,OECD,High income," $36,219.00 "," 59,589,072.00 "
5857,Italy,2012,32.4,1.24,5.66,19.9,Europe,OECD,High income," $35,028.00 "," 59,879,468.00 "
5858,Italy,2012,33,,,,Europe,OECD,High income," $35,113.00 "," 59,733,834.00 "
5859,Italy,2012,36.9,,,,Europe,OECD,High income," $35,113.00 "," 59,733,834.00 "
5860,Italy,2012,51.4,,,,Europe,OECD,High income," $35,113.00 "," 59,733,834.00 "
5861,Italy,2012,35.15,1.42,6.61,18.57,Europe,OECD,High income," $35,028.00 "," 59,879,468.00 "
5862,Italy,2013,32.8,1.26,5.84,19.7,Europe,OECD,High income," $34,258.00 "," 60,166,828.00 "
5863,Italy,2013,32.5,,,,Europe,OECD,High income," $34,544.00 "," 59,668,000.00 "
5864,Italy,2013,36.7,,,,Europe,OECD,High income," $34,544.00 "," 59,668,000.00 "
5865,Italy,2013,51.5,,,,Europe,OECD,High income," $34,544.00 "," 59,668,000.00 "
5866,Italy,2013,34.91,1.4,6.63,18.54,Europe,OECD,High income," $34,258.00 "," 60,166,828.00 "
5867,Italy,2014,34.9,1.4,6.68,18.16,Europe,OECD,High income," $34,159.00 "," 60,409,620.00 "
5868,Italy,2014,32.1,1.2,5.47,19.79,Europe,OECD,High income," $34,159.00 "," 60,409,620.00 "
5869,Italy,2014,32.3,1.23,5.37,19.78,Europe,OECD,High income," $34,159.00 "," 60,409,620.00 "
5870,Italy,2014,28,0.98,4.25,22.29,Europe,OECD,High income," $34,159.00 "," 60,409,620.00 "
5871,Italy,2014,32.4,1.23,5.78,19.8,Europe,OECD,High income," $34,159.00 "," 60,409,620.00 "
5872,Italy,2014,32.6,,,,Europe,OECD,High income," $34,631.00 "," 59,585,668.00 "
5873,Italy,2014,36.6,,,,Europe,OECD,High income," $34,631.00 "," 59,585,668.00 "
5874,Italy,2014,51.2,,,,Europe,OECD,High income," $34,631.00 "," 59,585,668.00 "
5875,Italy,2014,34.66,1.38,6.62,18.54,Europe,OECD,High income," $34,159.00 "," 60,409,620.00 "
5876,Italy,2015,32.4,1.22,5.84,19.7,Europe,OECD,High income," $34,379.00 "," 60,578,488.00 "
5877,Italy,2015,35.4,1.43,7.04,17.97,Europe,OECD,High income," $34,379.00 "," 60,578,488.00 "
5878,Italy,2016,33.1,1.28,6.27,19.1,Europe,OECD,High income," $34,715.00 "," 60,663,068.00 "
5879,Italy,2016,32.8,1.25,5.93,19.5,Europe,OECD,High income," $34,715.00 "," 60,663,068.00 "
5880,Italy,2017,32.7,1.25,5.97,19.5,Europe,OECD,High income," $35,293.00 "," 60,673,696.00 "
5881,Italy,2018,33.4,1.3,6.06,19.3,Europe,OECD,High income," $35,623.00 "," 60,627,288.00 "
5882,Jamaica,1958,57.7,5.34,27.82,8.2,Americas,Non-OECD,Upper middle income,,1591514
5883,Jamaica,1958,54.3,5.3,27.95,8.2,Americas,Non-OECD,Upper middle income,,1591514
5884,Jamaica,1958,52.8,,,,Americas,Non-OECD,Upper middle income,,1591514
5885,Jamaica,1958,56,,27.95,8.2,Americas,Non-OECD,Upper middle income,,1591514
5886,Jamaica,1968,62.8,,,,Americas,Non-OECD,Upper middle income,,1825633
5887,Jamaica,1973,65.1,,,,Americas,Non-OECD,Upper middle income,,1966700
5888,Jamaica,1975,44.5,2.54,12.24,13.1,Americas,Non-OECD,Upper middle income,,2027737
5889,Jamaica,1980,65.5,,,,Americas,Non-OECD,Upper middle income,,2163045
5890,Jamaica,1988,55.5,5.39,25.79,8.62,Americas,Non-OECD,Upper middle income,,2393534
5891,Jamaica,1988,39.2,2.41,10.43,14.09,Americas,Non-OECD,Upper middle income,,2393534
5892,Jamaica,1988,43.16,2.22,9.08,15.19,Americas,Non-OECD,Upper middle income,,2389415
5893,Jamaica,1989,42,2.08,8.96,15.01,Americas,Non-OECD,Upper middle income,,2407720
5894,Jamaica,1989,43.5,2.23,9.65,14.6,Americas,Non-OECD,Upper middle income,,2407720
5895,Jamaica,1990,50.9,3.5,17.61,10.6,Americas,Non-OECD,Upper middle income,7288,2424242
5896,Jamaica,1990,37.3,2.35,9.48,14.61,Americas,Non-OECD,Upper middle income,7288,2424242
5897,Jamaica,1990,41.11,1.97,7.81,16.31,Americas,Non-OECD,Upper middle income,7301,2419901
5898,Jamaica,1991,39.69,1.93,8.11,16.26,Americas,Non-OECD,Upper middle income,7580,2443689
5899,Jamaica,1991,40.13,,,,Americas,Non-OECD,Upper middle income,7580,2443689
5900,Jamaica,1991,40.4,2.4,9.79,14.67,Americas,Non-OECD,Upper middle income,7580,2443689
5901,Jamaica,1992,37.52,1.71,6.96,17.32,Americas,Non-OECD,Upper middle income,7660,2465362
5902,Jamaica,1992,39.36,,,,Americas,Non-OECD,Upper middle income,7660,2465362
5903,Jamaica,1992,56.3,5.06,23.96,8.82,Americas,Non-OECD,Upper middle income,7660,2465362
5904,Jamaica,1992,37.4,1.8,7.23,17.18,Americas,Non-OECD,Upper middle income,7660,2465362
5905,Jamaica,1993,37.18,1.66,7.12,17.36,Americas,Non-OECD,Upper middle income,8303,2488782
5906,Jamaica,1993,36.46,,,,Americas,Non-OECD,Upper middle income,8303,2488782
5907,Jamaica,1993,61.5,5.98,26.97,8.2,Americas,Non-OECD,Upper middle income,8303,2488782
5908,Jamaica,1993,36.8,1.68,7.24,17.06,Americas,Non-OECD,Upper middle income,8303,2488782
5909,Jamaica,1993,35.67,1.48,6.3,18.46,Americas,Non-OECD,Upper middle income,8317,2484583
5910,Jamaica,1994,38.16,1.77,7.16,17.16,Americas,Non-OECD,Upper middle income,8336,2513049
5911,Jamaica,1994,38.38,,,,Americas,Non-OECD,Upper middle income,8336,2513049
5912,Jamaica,1995,36.24,1.59,6.29,18.31,Americas,Non-OECD,Upper middle income,8450,2537440
5913,Jamaica,1995,36.01,,,,Americas,Non-OECD,Upper middle income,8450,2537440
5914,Jamaica,1995,58.3,6.3,28.64,8.15,Americas,Non-OECD,Upper middle income,8450,2537440
5915,Jamaica,1995,36.9,1.82,7.25,16.77,Americas,Non-OECD,Upper middle income,8450,2537440
5916,Jamaica,1996,36.04,1.6,6.33,18.26,Americas,Non-OECD,Upper middle income,8360,2561993
5917,Jamaica,1996,35.87,,,,Americas,Non-OECD,Upper middle income,8360,2561993
5918,Jamaica,1996,40.39,1.93,7.41,16.95,Americas,Non-OECD,Upper middle income,8371,2558631
5919,Jamaica,1997,41.64,2.09,8.44,15.42,Americas,Non-OECD,Upper middle income,8185,2586827
