Year (2010-2018),country,gini_index_reported,palma,ratio_top20bottom20,bottom40,region_un,OECD=Countries the support the free market,incomegroup,reference_period, gdp_ppp_pc_usd2011 , population 
1998,North Macedonia,30.8,,,,Europe,Non-OECD,Upper middle income,,7992," 2,012,057.00 "
1998,North Macedonia,27.1,,,,Europe,Non-OECD,Upper middle income,,7992," 2,012,057.00 "
1998,North Macedonia,28.13,1,4.35,22.3,Europe,Non-OECD,Upper middle income,Year,7992," 2,012,052.00 "
1999,North Macedonia,27.7,,,,Europe,Non-OECD,Upper middle income,,8288," 2,024,394.00 "
1999,North Macedonia,30.8,1.57,8.98,15.42,Europe,Non-OECD,Upper middle income,Year,8288," 2,024,394.00 "
2000,North Macedonia,27.7,,,,Europe,Non-OECD,Upper middle income,,8621," 2,034,819.00 "
2000,North Macedonia,34.6,1.45,8.34,15.82,Europe,Non-OECD,Upper middle income,Year,8621," 2,034,819.00 "
2000,North Macedonia,34.26,1.37,6.22,18.82,Europe,Non-OECD,Upper middle income,Year,8621," 2,034,823.00 "
2001,North Macedonia,28.6,,,,Europe,Non-OECD,Upper middle income,,8323," 2,042,842.00 "
2001,North Macedonia,33.4,1.54,8.97,15.53,Europe,Non-OECD,Upper middle income,Year,8323," 2,042,842.00 "
2002,North Macedonia,28.2,,,,Europe,Non-OECD,Upper middle income,,8423," 2,048,928.00 "
2002,North Macedonia,33.2,1.54,9.73,15.05,Europe,Non-OECD,Upper middle income,Year,8423," 2,048,928.00 "
2002,North Macedonia,38.51,1.72,7.33,16.93,Europe,Non-OECD,Upper middle income,Year,8423," 2,048,929.88 "
2003,North Macedonia,32.4,1.39,8.98,15.66,Europe,Non-OECD,Upper middle income,Year,8591," 2,053,426.00 "
2003,North Macedonia,38.72,1.73,7.4,16.94,Europe,Non-OECD,Upper middle income,Year,8591," 2,053,426.00 "
2004,North Macedonia,24.3,,,,Europe,Non-OECD,Upper middle income,,8977," 2,057,047.00 "
2004,North Macedonia,36.2,,,,Europe,Non-OECD,Upper middle income,,8977," 2,057,047.00 "
2004,North Macedonia,38.43,1.71,7.3,16.95,Europe,Non-OECD,Upper middle income,Year,8977," 2,057,044.00 "
2005,North Macedonia,30.9,,,,Europe,Non-OECD,Upper middle income,,9386," 2,060,272.00 "
2005,North Macedonia,39.1,,,,Europe,Non-OECD,Upper middle income,,9386," 2,060,272.00 "
2005,North Macedonia,39.31,1.77,7.82,16.35,Europe,Non-OECD,Upper middle income,Year,9386," 2,060,280.00 "
2006,North Macedonia,32,,,,Europe,Non-OECD,Upper middle income,,9854," 2,063,145.00 "
2006,North Macedonia,39.4,,,,Europe,Non-OECD,Upper middle income,,9854," 2,063,145.00 "
2006,North Macedonia,42.64,2.11,9.3,15.23,Europe,Non-OECD,Upper middle income,Year,9854," 2,063,132.13 "
2007,North Macedonia,30.8,,,,Europe,Non-OECD,Upper middle income,,10481," 2,065,458.00 "
2007,North Macedonia,38.5,,,,Europe,Non-OECD,Upper middle income,,10481," 2,065,458.00 "
2008,North Macedonia,31.5,,,,Europe,Non-OECD,Upper middle income,,11044," 2,067,378.00 "
2008,North Macedonia,37.3,,,,Europe,Non-OECD,Upper middle income,,11044," 2,067,378.00 "
2008,North Macedonia,46.14,2.56,10.38,13.9,Europe,Non-OECD,Upper middle income,Year,11044," 2,067,309.13 "
2009,North Macedonia,42.76,2.16,11.5,14.23,Europe,Non-OECD,Upper middle income,Year,10995," 2,069,030.00 "
2010,North Macedonia,40.16,1.86,11.8,14.59,Europe,Non-OECD,Upper middle income,Year," $11,355.00 "," 2,070,737.00 "
2011,North Macedonia,39.37,1.76,10.03,15.25,Europe,Non-OECD,Upper middle income,Year," $11,611.00 "," 2,072,483.88 "
2012,North Macedonia,38.8,1.72,10.29,15.4,Europe,Non-OECD,Upper middle income,Year," $11,548.00 "," 2,074,274.88 "
2012,North Macedonia,38.14,1.65,8.76,16.06,Europe,Non-OECD,Upper middle income,Year," $11,548.00 "," 2,074,274.88 "
2013,North Macedonia,37,1.55,8.42,16.6,Europe,Non-OECD,Upper middle income,Year," $11,876.00 "," 2,076,065.00 "
2013,North Macedonia,36.24,1.48,7.42,17.21,Europe,Non-OECD,Upper middle income,Year," $11,876.00 "," 2,076,065.00 "
2014,North Macedonia,35.2,1.39,7.18,17.8,Europe,Non-OECD,Upper middle income,Year," $12,297.00 "," 2,077,780.00 "
2014,North Macedonia,35.21,1.41,7.08,17.68,Europe,Non-OECD,Upper middle income,Year," $12,297.00 "," 2,077,780.00 "
2015,North Macedonia,33.7,1.29,6.63,18.5,Europe,Non-OECD,Upper middle income,Year," $12,761.00 "," 2,079,335.00 "
2015,North Macedonia,35.59,1.43,7.37,17.31,Europe,Non-OECD,Upper middle income,Year," $12,761.00 "," 2,079,335.00 "
2016,North Macedonia,33.6,1.28,6.6,18.5,Europe,Non-OECD,Upper middle income,Year," $13,116.00 "," 2,080,746.13 "
2017,North Macedonia,32.4,1.21,6.38,18.8,Europe,Non-OECD,Upper middle income,Year," $13,140.00 "," 2,081,996.13 "
1957,Norway,40,1.79,9.56,15.4,Europe,OECD,High income,,," 3,492,447.00 "
1963,Norway,36,1.5,9,16.6,Europe,OECD,High income,,," 3,667,113.00 "
1963,Norway,36,,,,Europe,OECD,High income,,," 3,667,113.00 "
1963,Norway,35,,9,16.6,Europe,OECD,High income,,," 3,667,113.00 "
1970,Norway,30.5,1.08,5.87,20.1,Europe,OECD,High income,Year,," 3,876,060.00 "
1970,Norway,30.7,1.16,5.92,19.2,Europe,OECD,High income,,," 3,876,060.00 "
1973,Norway,34.8,1.38,9.19,17.2,Europe,OECD,High income,Year,," 3,960,802.00 "
1976,Norway,31.9,1.15,6.28,19.4,Europe,OECD,High income,Year,," 4,027,475.00 "
1979,Norway,26.9,0.93,3.87,23.48,Europe,OECD,High income,Year,," 4,072,875.00 "
1979,Norway,22.5,0.74,3.21,25.56,Europe,OECD,High income,Year,," 4,072,875.00 "
1979,Norway,31,1.14,4.75,21.14,Europe,OECD,High income,Year,," 4,072,875.00 "
1979,Norway,27.4,0.94,4.34,22.36,Europe,OECD,High income,Year,," 4,072,875.00 "
1979,Norway,30.5,,,,Europe,OECD,High income,,," 4,072,868.00 "
1979,Norway,31.4,1.14,6.31,19.2,Europe,OECD,High income,Year,," 4,072,868.00 "
1982,Norway,32.5,1.21,6.46,18.8,Europe,OECD,High income,Year,," 4,111,657.00 "
1982,Norway,43.3,2.38,18.5,11.5,Europe,OECD,High income,Year,," 4,111,657.00 "
1982,Norway,23.4,,,,Europe,OECD,High income,,," 4,111,657.00 "
1984,Norway,32.2,1.21,5.75,19.1,Europe,OECD,High income,Year,," 4,138,268.00 "
1984,Norway,43.4,2.37,18.63,11.7,Europe,OECD,High income,Year,," 4,138,268.00 "
1985,Norway,31.7,1.17,5.82,19.2,Europe,OECD,High income,Year,," 4,153,105.00 "
1985,Norway,42.3,2.2,16.22,12.2,Europe,OECD,High income,Year,," 4,153,105.00 "
1985,Norway,22.4,,,,Europe,OECD,High income,,," 4,153,105.00 "
1986,Norway,24.6,0.84,3.42,24.56,Europe,OECD,High income,Year,," 4,169,317.75 "
1986,Norway,23.4,0.78,3.38,24.98,Europe,OECD,High income,Year,," 4,169,317.75 "
1986,Norway,27.9,0.98,4.11,22.44,Europe,OECD,High income,Year,," 4,169,317.75 "
1986,Norway,26.5,0.89,4.15,22.89,Europe,OECD,High income,Year,," 4,169,317.75 "
1986,Norway,31.7,1.18,5.82,18.9,Europe,OECD,High income,Year,," 4,169,322.00 "
1986,Norway,41.2,2.05,13.63,13,Europe,OECD,High income,Year,," 4,169,322.00 "
1986,Norway,24.5,0.81,3.64,23.8,Europe,OECD,High income,Year,," 4,169,322.00 "
1986,Norway,32,1.18,5.83,18.8,Europe,OECD,High income,Year,," 4,169,322.00 "
1986,Norway,22.2,,,,Europe,OECD,High income,Year,," 4,169,322.00 "
1986,Norway,35.1,,,,Europe,OECD,High income,Year,," 4,169,322.00 "
1986,Norway,22.6,,,,Europe,OECD,High income,,," 4,169,322.00 "
1986,Norway,22.4,,,,Europe,OECD,High income,,," 4,169,322.00 "
1987,Norway,32.2,1.21,6.08,18.9,Europe,OECD,High income,Year,," 4,186,968.00 "
1987,Norway,40.7,2.02,12.74,13.2,Europe,OECD,High income,Year,," 4,186,968.00 "
1987,Norway,22.4,,,,Europe,OECD,High income,,," 4,186,968.00 "
1988,Norway,30.9,1.12,5.54,19.3,Europe,OECD,High income,Year,," 4,205,966.00 "
1988,Norway,40.6,1.99,12.37,13.5,Europe,OECD,High income,Year,," 4,205,966.00 "
1988,Norway,23.9,0.79,3.51,24.3,Europe,OECD,High income,Year,," 4,205,966.00 "
1988,Norway,31.2,1.13,5.42,19.3,Europe,OECD,High income,Year,," 4,205,966.00 "
1988,Norway,21.7,,,,Europe,OECD,High income,,," 4,205,966.00 "
1989,Norway,34.3,1.35,6.54,18,Europe,OECD,High income,Year,," 4,226,122.00 "
1989,Norway,41,2.05,13.59,13.2,Europe,OECD,High income,Year,," 4,226,122.00 "
1989,Norway,24.4,,,,Europe,OECD,High income,,," 4,226,122.00 "
1989,Norway,24.7,,,,Europe,OECD,High income,,," 4,226,122.00 "
1990,Norway,33.4,1.27,6.38,18.2,Europe,OECD,High income,Year,42755," 4,247,285.00 "
1990,Norway,40.8,2.02,13.53,13.3,Europe,OECD,High income,Year,42755," 4,247,285.00 "
1990,Norway,25.2,0.84,3.78,23.5,Europe,OECD,High income,Year,42755," 4,247,285.00 "
1990,Norway,32.9,1.23,6.02,18.4,Europe,OECD,High income,Year,42755," 4,247,285.00 "
1990,Norway,23.3,,,,Europe,OECD,High income,,42755," 4,247,285.00 "
1991,Norway,25.1,0.86,3.48,24.49,Europe,OECD,High income,Year,43845," 4,269,465.00 "
1991,Norway,23.1,0.77,3.3,25.32,Europe,OECD,High income,Year,43845," 4,269,465.00 "
1991,Norway,28.8,1.04,4.24,22.22,Europe,OECD,High income,Year,43845," 4,269,465.00 "
1991,Norway,27.1,0.94,4.16,22.79,Europe,OECD,High income,Year,43845," 4,269,465.00 "
1991,Norway,23.8,,,,Europe,OECD,High income,,43845," 4,269,471.00 "
1991,Norway,23.3,,,,Europe,OECD,High income,,43845," 4,269,471.00 "
1991,Norway,37.8,,,,Europe,OECD,High income,,43845," 4,269,471.00 "
1992,Norway,26,0.88,3.93,23.1,Europe,OECD,High income,Year,45167," 4,292,683.00 "
1992,Norway,34.1,1.31,6.37,17.8,Europe,OECD,High income,Year,45167," 4,292,683.00 "
1992,Norway,24,,,,Europe,OECD,High income,,45167," 4,292,683.00 "
1993,Norway,24.5,,,,Europe,OECD,High income,,46192," 4,316,788.00 "
1994,Norway,27.9,0.97,4.38,22.2,Europe,OECD,High income,Year,48250," 4,341,615.00 "
1994,Norway,35.8,1.44,7.03,17.1,Europe,OECD,High income,Year,48250," 4,341,615.00 "
1994,Norway,25.5,,,,Europe,OECD,High income,,48250," 4,341,615.00 "
1995,Norway,26,0.9,3.67,24.09,Europe,OECD,High income,Year,49962," 4,366,996.00 "
1995,Norway,24.2,0.82,3.5,24.69,Europe,OECD,High income,Year,49962," 4,366,996.00 "
1995,Norway,29.5,1.07,4.45,21.97,Europe,OECD,High income,Year,49962," 4,366,996.00 "
1995,Norway,28.2,1,4.49,22.04,Europe,OECD,High income,Year,49962," 4,366,996.00 "
1995,Norway,24.3,,,,Europe,OECD,High income,Year,49962," 4,366,995.00 "
1995,Norway,40.4,,,,Europe,OECD,High income,Year,49962," 4,366,995.00 "
1996,Norway,27.8,0.99,4.31,22.5,Europe,OECD,High income,Year,52161," 4,393,209.00 "
1996,Norway,35.6,1.42,6.72,17.7,Europe,OECD,High income,Year,52161," 4,393,209.00 "
1997,Norway,28.1,1,4.33,22.4,Europe,OECD,High income,Year,54582," 4,420,262.00 "
1997,Norway,35.8,1.46,6.97,17.4,Europe,OECD,High income,Year,54582," 4,420,262.00 "
1998,Norway,27.2,0.95,4.11,23,Europe,OECD,High income,Year,55671," 4,447,486.00 "
1998,Norway,35,1.38,6.52,17.8,Europe,OECD,High income,Year,55671," 4,447,486.00 "
1999,Norway,27.3,0.97,4.09,22.9,Europe,OECD,High income,Year,56456," 4,474,004.00 "
1999,Norway,35,1.4,6.44,17.9,Europe,OECD,High income,Year,56456," 4,474,004.00 "
2000,Norway,27.4,0.98,3.84,23.63,Europe,OECD,High income,Year,57937," 4,499,375.00 "
2000,Norway,26,0.93,3.73,24.23,Europe,OECD,High income,Year,57937," 4,499,375.00 "
2000,Norway,30.8,1.16,4.6,21.54,Europe,OECD,High income,Year,57937," 4,499,375.00 "
2000,Norway,29.8,1.11,4.67,21.82,Europe,OECD,High income,Year,57937," 4,499,375.00 "
2000,Norway,28.9,1.07,4.36,22.3,Europe,OECD,High income,Year,57937," 4,499,367.00 "
2000,Norway,36.7,1.55,6.92,17.4,Europe,OECD,High income,Year,57937," 4,499,367.00 "
2000,Norway,26.1,,,,Europe,OECD,High income,Year,57937," 4,499,367.00 "
2000,Norway,42.6,,,,Europe,OECD,High income,Year,57937," 4,499,367.00 "
2001,Norway,26.7,0.91,4.05,23.1,Europe,OECD,High income,Year,58834," 4,523,145.00 "
2001,Norway,34.6,1.35,6.56,17.8,Europe,OECD,High income,Year,58834," 4,523,145.00 "
2002,Norway,29.6,1.09,4.64,22,Europe,OECD,High income,Year,59380," 4,546,019.00 "
2002,Norway,37.2,1.58,7.42,17,Europe,OECD,High income,Year,59380," 4,546,019.00 "
2003,Norway,26.6,0.98,3.77,24.4,Europe,OECD,High income,Year,59610," 4,570,096.00 "
2003,Norway,27.62,0.99,3.93,23.48,Europe,OECD,High income,Year,59610," 4,570,096.00 "
2004,Norway,30.1,1.14,4.36,22.5,Europe,OECD,High income,Year,61591," 4,598,210.00 "
2004,Norway,28.3,1.05,4.1,23.43,Europe,OECD,High income,Year,61591," 4,598,210.00 "
2004,Norway,32.5,1.27,5.02,20.89,Europe,OECD,High income,Year,61591," 4,598,210.00 "
2004,Norway,31.1,1.19,4.97,21.38,Europe,OECD,High income,Year,61591," 4,598,210.00 "
2004,Norway,25.2,0.9,3.6,24.8,Europe,OECD,High income,Year,61591," 4,598,210.00 "
2004,Norway,28.5,,,,Europe,OECD,High income,Year,61591," 4,598,214.00 "
2004,Norway,31.4,,,,Europe,OECD,High income,Year,61591," 4,598,214.00 "
2004,Norway,43.7,,,,Europe,OECD,High income,Year,61591," 4,598,214.00 "
2004,Norway,31.56,1.23,4.59,22.07,Europe,OECD,High income,Year,61591," 4,598,210.00 "
2005,Norway,28.2,1.06,4.05,23.7,Europe,OECD,High income,Year,62742," 4,632,359.00 "
2005,Norway,30.59,1.17,4.43,22.45,Europe,OECD,High income,Year,62742," 4,632,359.00 "
2006,Norway,29.2,1.09,4.55,22.9,Europe,OECD,High income,Year,63686," 4,672,986.00 "
2006,Norway,26.35,0.9,3.88,23.52,Europe,OECD,High income,Year,63686," 4,672,986.00 "
2007,Norway,26.3,0.91,3.8,23.79,Europe,OECD,High income,Year,64942," 4,719,403.00 "
2007,Norway,24.5,0.83,3.61,24.54,Europe,OECD,High income,Year,64942," 4,719,403.00 "
2007,Norway,30.2,1.11,4.64,21.64,Europe,OECD,High income,Year,64942," 4,719,403.00 "
2007,Norway,28.9,1.04,4.62,22.04,Europe,OECD,High income,Year,64942," 4,719,403.00 "
2007,Norway,23.7,0.79,3.54,25,Europe,OECD,High income,Year,64942," 4,719,403.00 "
2007,Norway,27.09,0.95,3.89,23.45,Europe,OECD,High income,Year,64942," 4,719,403.00 "
2008,Norway,25.1,0.86,3.71,24.6,Europe,OECD,High income,Year,64548," 4,771,014.00 "
2008,Norway,25,,,,Europe,OECD,High income,Year,64543," 4,771,409.00 "
2008,Norway,29.2,,,,Europe,OECD,High income,Year,64543," 4,771,409.00 "
2008,Norway,40.1,,,,Europe,OECD,High income,Year,64543," 4,771,409.00 "
2008,Norway,27,0.93,3.96,23.32,Europe,OECD,High income,Year,64548," 4,771,014.00 "
2009,Norway,24.1,0.82,3.51,24.9,Europe,OECD,High income,Year,62723," 4,826,847.00 "
2009,Norway,24.5,,,,Europe,OECD,High income,Year,62718," 4,827,180.00 "
2009,Norway,28.8,,,,Europe,OECD,High income,Year,62718," 4,827,180.00 "
2009,Norway,40.1,,,,Europe,OECD,High income,Year,62718," 4,827,180.00 "
2009,Norway,26.16,0.9,3.79,23.75,Europe,OECD,High income,Year,62723," 4,826,847.00 "
2010,Norway,26.4,0.92,3.86,23.75,Europe,OECD,High income,Year," $62,393.00 "," 4,885,878.00 "
2010,Norway,24.9,0.85,3.67,24.42,Europe,OECD,High income,Year," $62,393.00 "," 4,885,878.00 "
2010,Norway,30.3,1.12,4.69,21.65,Europe,OECD,High income,Year," $62,393.00 "," 4,885,878.00 "
2010,Norway,29.3,1.06,4.71,21.86,Europe,OECD,High income,Year," $62,393.00 "," 4,885,878.00 "
2010,Norway,23.6,0.8,3.43,25.2,Europe,OECD,High income,Year," $62,393.00 "," 4,885,878.00 "
2010,Norway,24.9,,,,Europe,OECD,High income,Year," $62,393.00 "," 4,885,878.00 "
2010,Norway,29.2,,,,Europe,OECD,High income,Year," $62,393.00 "," 4,885,878.00 "
2010,Norway,40.9,,,,Europe,OECD,High income,Year," $62,393.00 "," 4,885,878.00 "
2010,Norway,25.72,0.88,3.72,23.94,Europe,OECD,High income,Year," $62,393.00 "," 4,885,878.00 "
2011,Norway,22.9,0.77,3.29,25.6,Europe,OECD,High income,Year," $62,205.00 "," 4,948,335.00 "
2011,Norway,25,,,,Europe,OECD,High income,Year," $62,214.00 "," 4,947,595.00 "
2011,Norway,29.4,,,,Europe,OECD,High income,Year," $62,214.00 "," 4,947,595.00 "
2011,Norway,40.9,,,,Europe,OECD,High income,Year," $62,214.00 "," 4,947,595.00 "
2011,Norway,25.3,0.85,3.65,23.95,Europe,OECD,High income,Year," $62,205.00 "," 4,948,335.00 "
2012,Norway,22.5,0.74,3.22,25.8,Europe,OECD,High income,Year," $63,064.00 "," 5,013,716.00 "
2012,Norway,25.3,,,,Europe,OECD,High income,Year," $63,086.00 "," 5,012,007.00 "
2012,Norway,29.7,,,,Europe,OECD,High income,Year," $63,086.00 "," 5,012,007.00 "
2012,Norway,41,,,,Europe,OECD,High income,Year," $63,086.00 "," 5,012,007.00 "
2012,Norway,25.72,0.87,3.74,23.84,Europe,OECD,High income,Year," $63,064.00 "," 5,013,716.00 "
2013,Norway,26.7,0.93,3.96,23.47,Europe,OECD,High income,Year," $62,898.00 "," 5,079,460.00 "
2013,Norway,25.1,0.85,3.71,24.22,Europe,OECD,High income,Year," $62,898.00 "," 5,079,460.00 "
2013,Norway,30.7,1.13,4.81,21.38,Europe,OECD,High income,Year," $62,898.00 "," 5,079,460.00 "
2013,Norway,29.5,1.07,4.77,21.64,Europe,OECD,High income,Year," $62,898.00 "," 5,079,460.00 "
2013,Norway,22.7,0.75,3.26,25.6,Europe,OECD,High income,Year," $62,898.00 "," 5,079,460.00 "
2013,Norway,25.2,,,,Europe,OECD,High income,Year," $62,928.00 "," 5,077,101.00 "
2013,Norway,29.6,,,,Europe,OECD,High income,Year," $62,928.00 "," 5,077,101.00 "
2013,Norway,41.2,,,,Europe,OECD,High income,Year," $62,928.00 "," 5,077,101.00 "
2013,Norway,26.36,0.9,3.83,23.56,Europe,OECD,High income,Year," $62,898.00 "," 5,079,460.00 "
2014,Norway,23.5,0.79,3.39,25.3,Europe,OECD,High income,Year," $63,357.00 "," 5,142,269.00 "
2014,Norway,25.7,,,,Europe,OECD,High income,Year," $63,381.00 "," 5,140,311.00 "
2014,Norway,30,,,,Europe,OECD,High income,Year," $63,381.00 "," 5,140,311.00 "
2014,Norway,41.6,,,,Europe,OECD,High income,Year," $63,381.00 "," 5,140,311.00 "
2014,Norway,26.75,0.93,3.93,23.34,Europe,OECD,High income,Year," $63,357.00 "," 5,142,269.00 "
2015,Norway,23.9,0.81,3.48,25,Europe,OECD,High income,Year," $63,890.00 "," 5,199,827.00 "
2015,Norway,27.2,,,,Europe,OECD,High income,Year," $63,890.00 "," 5,199,836.00 "
2015,Norway,31.2,,,,Europe,OECD,High income,Year," $63,890.00 "," 5,199,836.00 "
2015,Norway,43.2,,,,Europe,OECD,High income,Year," $63,890.00 "," 5,199,836.00 "
2015,Norway,27.5,0.97,4.07,23.06,Europe,OECD,High income,Year," $63,890.00 "," 5,199,827.00 "
2016,Norway,25,0.86,3.68,24.5,Europe,OECD,High income,Year," $64,019.00 "," 5,250,950.00 "
2017,Norway,26.1,0.91,3.89,24,Europe,OECD,High income,Year," $64,728.00 "," 5,296,324.00 "
2017,Norway,26.2,0.9,3.95,23.64,Europe,OECD,High income,," $64,728.00 "," 5,296,324.00 "
2018,Norway,24.8,0.84,3.73,24.3,Europe,OECD,High income,Year," $65,152.00 "," 5,337,960.00 "
2000,Oman,39.86,,9.3,14.08,Asia,Non-OECD,High income,,43966," 2,267,973.00 "
2011,Oman,,,7.41,17,Asia,Non-OECD,High income,," $42,121.00 "," 3,237,268.00 "
2011,Oman,30.7,,,,Asia,Non-OECD,High income,," $42,121.00 "," 3,237,268.00 "
1963,Pakistan,38.7,1.73,7.08,17.5,Asia,Non-OECD,Lower middle income,Year,," 48,309,315.00 "
1963,Pakistan,36.2,1.51,6.5,18.2,Asia,Non-OECD,Lower middle income,Year,," 48,309,315.00 "
1963,Pakistan,44.3,2.29,8.31,15.8,Asia,Non-OECD,Lower middle income,Year,," 48,309,315.00 "
1963,Pakistan,35.6,,,,Asia,Non-OECD,Lower middle income,,," 48,309,315.00 "
1963,Pakistan,35.6,1.55,6.36,18.5,Asia,Non-OECD,Lower middle income,,," 48,309,315.00 "
1963,Pakistan,35,1.49,6.25,18.7,Asia,Non-OECD,Lower middle income,,," 48,309,315.00 "
1963,Pakistan,38.1,1.63,7.09,17.5,Asia,Non-OECD,Lower middle income,,," 48,309,315.00 "
1964,Pakistan,38.1,,,,Asia,Non-OECD,Lower middle income,,," 49,551,904.00 "
1964,Pakistan,37,,6.92,17.5,Asia,Non-OECD,Lower middle income,,," 49,551,904.00 "
1966,Pakistan,35.5,1.47,5.71,19.2,Asia,Non-OECD,Lower middle income,Year,," 52,191,095.00 "
1966,Pakistan,22.2,0.8,2.88,27,Asia,Non-OECD,Lower middle income,,," 52,191,095.00 "
1966,Pakistan,32.8,1.28,4.87,20.5,Asia,Non-OECD,Lower middle income,Year,," 52,191,095.00 "
1966,Pakistan,19,0.67,2.49,28.5,Asia,Non-OECD,Lower middle income,,," 52,191,095.00 "
1966,Pakistan,39.1,1.76,6.79,17.7,Asia,Non-OECD,Lower middle income,Year,," 52,191,095.00 "
1966,Pakistan,26.1,0.97,3.37,25.4,Asia,Non-OECD,Lower middle income,,," 52,191,095.00 "
1966,Pakistan,34.9,1.52,5.87,19.2,Asia,Non-OECD,Lower middle income,,," 52,191,095.00 "
1966,Pakistan,31.8,1.29,5.1,20.5,Asia,Non-OECD,Lower middle income,,," 52,191,095.00 "
1966,Pakistan,38,1.79,6.63,18,Asia,Non-OECD,Lower middle income,,," 52,191,095.00 "
1967,Pakistan,34.9,,,,Asia,Non-OECD,Lower middle income,,," 53,590,929.00 "
1968,Pakistan,33.6,1.34,5.12,20.3,Asia,Non-OECD,Lower middle income,,," 55,042,397.00 "
1968,Pakistan,20.7,0.75,2.62,28.1,Asia,Non-OECD,Lower middle income,,," 55,042,397.00 "
1968,Pakistan,30.2,1.11,4.43,21.6,Asia,Non-OECD,Lower middle income,,," 55,042,397.00 "
1968,Pakistan,16.6,0.6,2.19,29.9,Asia,Non-OECD,Lower middle income,,," 55,042,397.00 "
1968,Pakistan,38.5,1.72,6.17,18.3,Asia,Non-OECD,Lower middle income,,," 55,042,397.00 "
1968,Pakistan,26.6,1.01,3.28,25.3,Asia,Non-OECD,Lower middle income,,," 55,042,397.00 "
1968,Pakistan,33.5,1.41,5.46,19.8,Asia,Non-OECD,Lower middle income,,," 55,042,397.00 "
1968,Pakistan,30,1.14,4.72,21.3,Asia,Non-OECD,Lower middle income,,," 55,042,397.00 "
1968,Pakistan,37.4,1.78,6.38,18.3,Asia,Non-OECD,Lower middle income,,," 55,042,397.00 "
1969,Pakistan,30.6,,4.37,22.01,Asia,Non-OECD,Lower middle income,,," 56,542,434.00 "
1969,Pakistan,33.6,1.34,5.23,20.2,Asia,Non-OECD,Lower middle income,,," 56,542,434.00 "
1969,Pakistan,20.8,0.75,2.68,28.2,Asia,Non-OECD,Lower middle income,,," 56,542,434.00 "
1969,Pakistan,30.4,1.12,4.53,21.5,Asia,Non-OECD,Lower middle income,,," 56,542,434.00 "
1969,Pakistan,16.3,0.59,2.22,30.1,Asia,Non-OECD,Lower middle income,,," 56,542,434.00 "
1969,Pakistan,36.7,1.58,5.35,19.5,Asia,Non-OECD,Lower middle income,,," 56,542,434.00 "
1969,Pakistan,24.5,0.94,2.92,26.9,Asia,Non-OECD,Lower middle income,,," 56,542,434.00 "
1969,Pakistan,33.5,,,,Asia,Non-OECD,Lower middle income,,," 56,542,434.00 "
1969,Pakistan,33.1,1.38,5.35,20.1,Asia,Non-OECD,Lower middle income,,," 56,542,434.00 "
1969,Pakistan,30.3,1.17,4.71,21.3,Asia,Non-OECD,Lower middle income,,," 56,542,434.00 "
1969,Pakistan,35.7,1.61,5.92,19.1,Asia,Non-OECD,Lower middle income,,," 56,542,434.00 "
